time_utc,time_utc_plus_03,kind,actor,number,sha,direct_pr,title
2026-06-02T16:50:55+00:00,2026-06-02T19:50:55+03:00,commit,unidel2035,,d4ace33a,,feat(ui): глобальный Ctrl+Enter для отправки формы из любого поля (#3096)
2026-06-02T16:50:56+00:00,2026-06-02T19:50:56+03:00,pr_merged,unidel2035,3096,,yes,feat(ui): глобальный Ctrl+Enter для отправки формы из любого поля
2026-06-02T16:56:00+00:00,2026-06-02T19:56:00+03:00,commit,konard,,9a69f7be,,"feat(atex): dashboards — фильтр срока выполнения, серые терминальные статусы, остатки (#3073) (#3093)"
2026-06-02T16:56:01+00:00,2026-06-02T19:56:01+03:00,pr_merged,konard,3093,,yes,"feat(atex): dashboards — фильтр срока выполнения, серые терминальные статусы, остатки (#3073)"
2026-06-02T16:59:48+00:00,2026-06-02T19:59:48+03:00,commit,konard,,ff1ebe3f,,feat: add barcode filters to Atex intake
2026-06-02T17:00:30+00:00,2026-06-02T20:00:30+03:00,commit,konard,,7833a656,,Merge remote-tracking branch 'origin/main' into issue-3094-1ac33877fa99
2026-06-02T17:10:16+00:00,2026-06-02T20:10:16+03:00,pr_merged,konard,3095,,yes,feat(atex): штрих-код и фильтры в приёмке сырья
2026-06-02T17:10:16+00:00,2026-06-02T20:10:16+03:00,commit,konard,,0828752f,,feat(atex): штрих-код и фильтры в приёмке сырья (#3095)
2026-06-02T17:45:45+00:00,2026-06-02T20:45:45+03:00,pr_created,unidel2035,3097,,yes,Эпик: упразднение «Тип резки» → динамические Полосы под Резкой (F1–F4)
2026-06-02T17:47:33+00:00,2026-06-02T20:47:33+03:00,pr_created,unidel2035,3098,,yes,fix(atex): dashboards — остаток сырья округлять до целых м²
2026-06-02T17:47:43+00:00,2026-06-02T20:47:43+03:00,commit,unidel2035,,0a9088f9,,fix(atex): dashboards — остаток сырья округлять до целых м² (#3098)
2026-06-02T17:47:44+00:00,2026-06-02T20:47:44+03:00,pr_merged,unidel2035,3098,,yes,fix(atex): dashboards — остаток сырья округлять до целых м²
2026-06-02T17:51:01+00:00,2026-06-02T20:51:01+03:00,pr_merged,unidel2035,3097,,yes,Эпик: упразднение «Тип резки» → динамические Полосы под Резкой (F1–F4)
2026-06-02T17:51:01+00:00,2026-06-02T20:51:01+03:00,commit,unidel2035,,180e6e72,,"feat(atex): упразднение «Тип резки» → динамические Полосы под Резкой, F1–F4 (#3097)"
2026-06-02T17:55:34+00:00,2026-06-02T20:55:34+03:00,pr_created,unidel2035,3099,,yes,feat(atex): dashboards — остатки сырья по логарифмической шкале
2026-06-02T17:55:39+00:00,2026-06-02T20:55:39+03:00,pr_merged,unidel2035,3099,,yes,feat(atex): dashboards — остатки сырья по логарифмической шкале
2026-06-02T17:55:39+00:00,2026-06-02T20:55:39+03:00,commit,unidel2035,,f99728ed,,feat(atex): dashboards — остатки сырья по логарифмической шкале (#3099)
2026-06-02T18:56:41+00:00,2026-06-02T21:56:41+03:00,pr_created,unidel2035,3102,,yes,feat(atex): dashboards — грузить только активные заказы (серверный фильтр)
2026-06-02T18:56:44+00:00,2026-06-02T21:56:44+03:00,commit,unidel2035,,17fa47a1,,feat(atex): dashboards — грузить только активные заказы (серверный фильтр) (#3102)
2026-06-02T18:56:45+00:00,2026-06-02T21:56:45+03:00,pr_merged,unidel2035,3102,,yes,feat(atex): dashboards — грузить только активные заказы (серверный фильтр)
2026-06-02T19:18:11+00:00,2026-06-02T22:18:11+03:00,pr_created,unidel2035,3104,,yes,feat(atex): dashboards — счётчик завершённых/отменённых заказов
2026-06-02T19:18:14+00:00,2026-06-02T22:18:14+03:00,commit,unidel2035,,06d3ab19,,feat(atex): dashboards — счётчик завершённых/отменённых заказов отдельным запросом (#3104)
2026-06-02T19:18:15+00:00,2026-06-02T22:18:15+03:00,pr_merged,unidel2035,3104,,yes,feat(atex): dashboards — счётчик завершённых/отменённых заказов
2026-06-02T21:47:06+00:00,2026-06-03T00:47:06+03:00,pr_created,unidel2035,3107,,,docs(kb): чек-лист миграции РМ на integram-table + конвенция
2026-06-03T08:02:42+00:00,2026-06-03T11:02:42+03:00,pr_merged,unidel2035,3107,,,docs(kb): чек-лист миграции РМ на integram-table + конвенция
2026-06-03T08:17:20+00:00,2026-06-03T11:17:20+03:00,pr_created,unidel2035,3109,,yes,chore(atex): PowerShell-скрипт починки очереди резок
2026-06-03T08:17:34+00:00,2026-06-03T11:17:34+03:00,commit,unidel2035,,61929be8,,chore(atex): PowerShell-скрипт починки очереди резок (cleanup + пере-секвенс) (#3109)
2026-06-03T08:17:35+00:00,2026-06-03T11:17:35+03:00,pr_merged,unidel2035,3109,,yes,chore(atex): PowerShell-скрипт починки очереди резок
2026-06-03T08:35:11+00:00,2026-06-03T11:35:11+03:00,pr_created,unidel2035,3110,,yes,fix(atex): fix_queue.ps1 — -Token + чтение без запятой
2026-06-03T08:35:23+00:00,2026-06-03T11:35:23+03:00,commit,unidel2035,,6e1230a3,,"fix(atex): fix_queue.ps1 — токен через -Token, чтение без запятой в LIMIT (#3110)"
2026-06-03T08:35:24+00:00,2026-06-03T11:35:24+03:00,pr_merged,unidel2035,3110,,yes,fix(atex): fix_queue.ps1 — -Token + чтение без запятой
2026-06-03T09:12:08+00:00,2026-06-03T12:12:08+03:00,pr_created,unidel2035,3111,,yes,fix(atex): fix_queue.ps1 — UTF-8 BOM
2026-06-03T09:12:23+00:00,2026-06-03T12:12:23+03:00,commit,unidel2035,,bf3f35bd,,fix(atex): fix_queue.ps1 — UTF-8 BOM + robust unique-count (#3111)
2026-06-03T09:12:24+00:00,2026-06-03T12:12:24+03:00,pr_merged,unidel2035,3111,,yes,fix(atex): fix_queue.ps1 — UTF-8 BOM
2026-06-04T08:03:10+00:00,2026-06-04T11:03:10+03:00,pr_merged,konard,2985,,,fix(#2984): учесть строку-самоописание во всех выборках ядра (t!=up)
2026-06-04T08:23:31+00:00,2026-06-04T11:23:31+03:00,issue,ideav,3116,,,templates/atex/production-planning.html Доработки
2026-06-04T08:54:13+00:00,2026-06-04T11:54:13+03:00,pr_created,unidel2035,3117,,yes,"#3116 production-planning: модалка формы, закладки по станкам, метка заказ/позиция, удаление связи"
2026-06-04T09:04:52+00:00,2026-06-04T12:04:52+03:00,pr_merged,unidel2035,3117,,yes,"#3116 production-planning: модалка формы, закладки по станкам, метка заказ/позиция, удаление связи"
2026-06-04T09:04:52+00:00,2026-06-04T12:04:52+03:00,commit,unidel2035,,fcf8506a,,"#3116 production-planning: модалка формы, закладки по станкам, метка заказ/позиция, удаление связи (#3117)"
2026-06-04T09:50:23+00:00,2026-06-04T12:50:23+03:00,issue,ideav,3118,,,templates/main.html Имитируется отправка формы при применении фильтра - это несвязанные никак события
2026-06-04T09:57:59+00:00,2026-06-04T12:57:59+03:00,pr_created,unidel2035,3119,,yes,#3118 main.html: токен AI-сервиса не делаем type=password (ложный промпт «Сохранить пароль»)
2026-06-04T10:12:42+00:00,2026-06-04T13:12:42+03:00,pr_merged,unidel2035,3119,,yes,#3118 main.html: токен AI-сервиса не делаем type=password (ложный промпт «Сохранить пароль»)
2026-06-04T10:12:42+00:00,2026-06-04T13:12:42+03:00,commit,unidel2035,,c661ff48,,#3118 main.html: токен AI-сервиса не делаем type=password (ложный промпт «Сохранить пароль») (#3119)
2026-06-04T10:30:56+00:00,2026-06-04T13:30:56+03:00,issue,ideav,3120,,,templates/atex/production-planning.html Доработки
2026-06-04T10:49:36+00:00,2026-06-04T13:49:36+03:00,pr_created,unidel2035,3122,,yes,"#3120 (Группа A) production-planning: карточка-панель, панель полос под карточкой, блок стрелок при busy"
2026-06-04T10:53:25+00:00,2026-06-04T13:53:25+03:00,pr_merged,unidel2035,3122,,yes,"#3120 (Группа A) production-planning: карточка-панель, панель полос под карточкой, блок стрелок при busy"
2026-06-04T10:53:25+00:00,2026-06-04T13:53:25+03:00,commit,unidel2035,,623fc14f,,"#3120 (Группа A) production-planning: карточка-панель, панель полос под карточкой, блок стрелок при busy (#3122)"
2026-06-04T11:07:59+00:00,2026-06-04T14:07:59+03:00,pr_created,unidel2035,3123,,yes,"#3120 (Группа C) Расход сырья FIFO: дизайн + ядро (Фаза 1, WIP)"
2026-06-04T11:52:45+00:00,2026-06-04T14:52:45+03:00,commit,unidel2035,,ad5348f2,,#3120 (Группа C) Расход сырья FIFO: дизайн + ядро (requiredRunLengthM/reserveFifo) (#3123)
2026-06-04T11:52:46+00:00,2026-06-04T14:52:46+03:00,pr_merged,unidel2035,3123,,yes,"#3120 (Группа C) Расход сырья FIFO: дизайн + ядро (Фаза 1, WIP)"
2026-06-04T11:58:45+00:00,2026-06-04T14:58:45+03:00,issue,ideav,3124,,,https://github.com/ideav/crm/pull/3122 .atex-pp-btn .atex-pp-strip-del не шлет _m_del
2026-06-04T12:02:57+00:00,2026-06-04T15:02:57+03:00,pr_created,unidel2035,3125,,yes,#3124 production-planning: «×» полосы сразу шлёт _m_del (удаление не сохранялось)
2026-06-04T12:17:36+00:00,2026-06-04T15:17:36+03:00,pr_created,unidel2035,3126,,yes,"#3120 (Группа C, Фаза 1a) подсветка резки без подходящей партии сырья (п.4)"
2026-06-04T12:17:51+00:00,2026-06-04T15:17:51+03:00,pr_merged,unidel2035,3125,,yes,#3124 production-planning: «×» полосы сразу шлёт _m_del (удаление не сохранялось)
2026-06-04T12:17:51+00:00,2026-06-04T15:17:51+03:00,commit,unidel2035,,b12fa7cb,,#3124 production-planning: «×» полосы сразу шлёт _m_del (удаление не сохранялось) (#3125)
2026-06-04T12:19:00+00:00,2026-06-04T15:19:00+03:00,issue,ideav,3127,,,"https://github.com/ideav/crm/pull/3125 Убери кнопку Сохранить, сохраняй по мере редактирования, а вместо Закрыть сделай иконку справа вверху этой панели"
2026-06-04T12:22:35+00:00,2026-06-04T15:22:35+03:00,issue,ideav,3128,,,templates/atex/production-planning.html Ходовые ширины - изменения
2026-06-04T12:30:36+00:00,2026-06-04T15:30:36+03:00,pr_created,unidel2035,3129,,yes,"#3127 + #3128 редактор полос: авто-сейв (без «Сохранить»), крестик, ходовые (скролл + фильтр по остатку)"
2026-06-04T12:35:33+00:00,2026-06-04T15:35:33+03:00,commit,unidel2035,,42c4d1b9,,"#3120 (Группа C, Фаза 1a) подсветка резки без подходящей партии сырья (п.4) (#3126)"
2026-06-04T12:35:34+00:00,2026-06-04T15:35:34+03:00,pr_merged,unidel2035,3126,,yes,"#3120 (Группа C, Фаза 1a) подсветка резки без подходящей партии сырья (п.4)"
2026-06-04T12:35:49+00:00,2026-06-04T15:35:49+03:00,commit,unidel2035,,ed3d627e,,"#3127 + #3128 редактор полос: авто-сейв (без кнопки «Сохранить»), крестик, ходовые (#3129)"
2026-06-04T12:35:50+00:00,2026-06-04T15:35:50+03:00,pr_merged,unidel2035,3129,,yes,"#3127 + #3128 редактор полос: авто-сейв (без «Сохранить»), крестик, ходовые (скролл + фильтр по остатку)"
2026-06-04T12:44:21+00:00,2026-06-04T15:44:21+03:00,issue,ideav,3130,,,"templates/atex/production-planning.html Количество ножей в резке должно убывать в течение дня, а не увеличиваться"
2026-06-04T12:44:23+00:00,2026-06-04T15:44:23+03:00,pr_created,unidel2035,3131,,yes,"production-planning: допуск из «Вид сырья.Допуск, мм», иначе дефолт 20 мм"
2026-06-04T12:49:01+00:00,2026-06-04T15:49:01+03:00,pr_created,unidel2035,3132,,yes,#3130 production-planning: число ножей убывает к концу дня (сортировка очереди станка)
2026-06-04T12:57:57+00:00,2026-06-04T15:57:57+03:00,pr_merged,unidel2035,3131,,yes,"production-planning: допуск из «Вид сырья.Допуск, мм», иначе дефолт 20 мм"
2026-06-04T12:57:57+00:00,2026-06-04T15:57:57+03:00,commit,unidel2035,,0badd18c,,"production-planning: допуск из «Вид сырья.Допуск, мм», иначе дефолт 20 мм (#3131)"
2026-06-04T12:58:49+00:00,2026-06-04T15:58:49+03:00,pr_merged,unidel2035,3132,,yes,#3130 production-planning: число ножей убывает к концу дня (сортировка очереди станка)
2026-06-04T12:58:49+00:00,2026-06-04T15:58:49+03:00,commit,unidel2035,,d5c28e1f,,#3130 production-planning: число ножей убывает к концу дня (сортировка очереди) (#3132)
2026-06-04T13:46:01+00:00,2026-06-04T16:46:01+03:00,pr_created,unidel2035,3133,,yes,"production-planning: веса очереди из таблицы «Время операции, мин» (реальные минуты переналадок)"
2026-06-04T14:14:01+00:00,2026-06-04T17:14:01+03:00,pr_created,unidel2035,3134,,yes,"production-planning: старт/финиш резок в карточке (расписание смены от 08:00, времена операций)"
2026-06-04T14:36:40+00:00,2026-06-04T17:36:40+03:00,commit,unidel2035,,73dc1cf2,,"production-planning: старт/финиш резок в карточке (расписание смены от 08:00, времена операций) (#3134)"
2026-06-04T14:36:41+00:00,2026-06-04T17:36:41+03:00,pr_merged,unidel2035,3134,,yes,"production-planning: старт/финиш резок в карточке (расписание смены от 08:00, времена операций)"
2026-06-04T14:45:42+00:00,2026-06-04T17:45:42+03:00,pr_created,unidel2035,3135,,yes,"#3120 (Группа C, Фаза 1b) FIFO-резерв сырья в «Расход сырья» + подсветка не-обеспеченных"
2026-06-04T14:59:23+00:00,2026-06-04T17:59:23+03:00,pr_created,unidel2035,3136,,,docs: ТЗ (реверс-инжиниринг) по мини-проекту резки рулонов Atex
2026-06-04T15:14:58+00:00,2026-06-04T18:14:58+03:00,pr_merged,unidel2035,3135,,yes,"#3120 (Группа C, Фаза 1b) FIFO-резерв сырья в «Расход сырья» + подсветка не-обеспеченных"
2026-06-04T15:14:58+00:00,2026-06-04T18:14:58+03:00,commit,unidel2035,,4d5dd999,,"#3120 (Группа C, Фаза 1b) FIFO-резерв сырья в «Расход сырья» + подсветка не-обеспеченных (#3135)"
2026-06-04T15:15:46+00:00,2026-06-04T18:15:46+03:00,pr_merged,unidel2035,3136,,,docs: ТЗ (реверс-инжиниринг) по мини-проекту резки рулонов Atex
2026-06-04T15:27:54+00:00,2026-06-04T18:27:54+03:00,issue,ideav,3137,,,docs/integram-minimal-full-cycle-project.md переделать ТЗ простыми клиентскими словами
2026-06-04T15:30:20+00:00,2026-06-04T18:30:20+03:00,pr_created,konard,3138,,,docs: переписать мини-Atex простыми клиентскими словами
2026-06-04T15:39:43+00:00,2026-06-04T18:39:43+03:00,pr_merged,konard,3138,,,docs: переписать мини-Atex простыми клиентскими словами
2026-06-04T20:45:11+00:00,2026-06-04T23:45:11+03:00,issue,ideav,3139,,,https://github.com/ideav/crm/tree/main/templates/atex Задание на втулки надо подчинить таблице Позиция заказа вместо Производственная резка
2026-06-04T20:59:56+00:00,2026-06-04T23:59:56+03:00,pr_created,konard,3140,,yes,fix(atex): bind sleeve tasks to order positions
2026-06-04T21:17:51+00:00,2026-06-05T00:17:51+03:00,pr_merged,konard,3140,,yes,fix(atex): bind sleeve tasks to order positions
2026-06-04T21:17:51+00:00,2026-06-05T00:17:51+03:00,commit,konard,,927159eb,,fix(atex): bind sleeve tasks to order positions (#3140)
2026-06-04T22:05:31+00:00,2026-06-05T01:05:31+03:00,issue,ideav,3143,,,https://github.com/ideav/crm/pull/3142 Учти в оценке наработки из этого репозитория и спецификации
2026-06-04T22:07:16+00:00,2026-06-05T01:07:16+03:00,pr_created,konard,3145,,,docs: учесть спецификацию «Контроллер БД» и наработку ideav/python в оценке переноса index.php (#3143)
2026-06-04T22:19:51+00:00,2026-06-05T01:19:51+03:00,pr_merged,konard,3145,,,docs: учесть спецификацию «Контроллер БД» и наработку ideav/python в оценке переноса index.php (#3143)
2026-06-05T06:43:29+00:00,2026-06-05T09:43:29+03:00,issue,ideav,3147,,,templates/atex/production-planning.html На кнопке .atex-pp-strips показывать количество полос
2026-06-05T10:23:53+00:00,2026-06-05T13:23:53+03:00,issue,ideav,3148,,,templates/atex/production-planning.html Сделать окно прогресса при генерации резок
2026-06-05T11:07:38+00:00,2026-06-05T14:07:38+03:00,issue,ideav,3149,,,templates/atex/production-planning.html Показывать Обеспечение позиций заказа при клике на панель .atex-pp-cut а не только .atex-pp-cut-info
2026-06-05T11:28:42+00:00,2026-06-05T14:28:42+03:00,pr_created,konard,3151,,yes,feat(atex): на кнопке .atex-pp-strips показывать количество полос (#3147)
2026-06-05T11:28:49+00:00,2026-06-05T14:28:49+03:00,pr_created,konard,3152,,yes,feat(atex): окно прогресса при генерации резок (#3148)
2026-06-05T11:28:54+00:00,2026-06-05T14:28:54+03:00,pr_created,konard,3153,,yes,production-planning: выбор резки кликом по всей панели .atex-pp-cut (#3149)
2026-06-05T11:35:53+00:00,2026-06-05T14:35:53+03:00,commit,konard,,c24ef656,,feat(atex): показывать количество полос на кнопке «Полосы» в очереди резок (#3147)
2026-06-05T12:06:27+00:00,2026-06-05T15:06:27+03:00,pr_merged,konard,3151,,yes,feat(atex): на кнопке .atex-pp-strips показывать количество полос (#3147)
2026-06-05T12:06:27+00:00,2026-06-05T15:06:27+03:00,commit,konard,,118e55e5,,feat(atex): на кнопке .atex-pp-strips показывать количество полос (#3147) (#3151)
2026-06-05T12:07:35+00:00,2026-06-05T15:07:35+03:00,commit,konard,,57f23ee9,,feat(atex): окно прогресса при генерации резок (#3148) (#3152)
2026-06-05T12:07:36+00:00,2026-06-05T15:07:36+03:00,pr_merged,konard,3152,,yes,feat(atex): окно прогресса при генерации резок (#3148)
2026-06-05T12:07:55+00:00,2026-06-05T15:07:55+03:00,pr_merged,konard,3153,,yes,production-planning: выбор резки кликом по всей панели .atex-pp-cut (#3149)
2026-06-05T12:07:55+00:00,2026-06-05T15:07:55+03:00,commit,konard,,1ece500f,,production-planning: выбор резки кликом по всей панели .atex-pp-cut (#3149) (#3153)
2026-06-05T12:11:26+00:00,2026-06-05T15:11:26+03:00,issue,ideav,3154,,,templates/atex Не нашел в роли Диспетчер РМ «Приём сырья»
2026-06-05T12:27:38+00:00,2026-06-05T15:27:38+03:00,issue,ideav,3155,,,"templates/atex/production-planning.html Кнопка Сгенерировать резки посчитала все резки по 0 минут, хотя в таблице настроек указаны времена"
2026-06-05T12:28:36+00:00,2026-06-05T15:28:36+03:00,pr_created,konard,3156,,yes,fix(atex): резки считаются не по 0 минут + уборка после смены (#3155)
2026-06-05T12:42:12+00:00,2026-06-05T15:42:12+03:00,issue,ideav,3157,,,js/integram-table.js Корректное разделение имён таблицы и первой колонки
2026-06-05T12:43:19+00:00,2026-06-05T15:43:19+03:00,pr_created,konard,3158,,,fix(integram-table): корректное разделение имён таблицы и первой колонки (#3157)
2026-06-05T12:48:51+00:00,2026-06-05T15:48:51+03:00,commit,konard,,7ce5fce5,,fix(atex): резки считаются не по 0 минут + уборка после смены (#3155)
2026-06-05T13:02:18+00:00,2026-06-05T16:02:18+03:00,issue,ideav,3159,,,templates/atex Надо делать Задание на втулки для обеспечения позиции заказа
2026-06-05T13:03:07+00:00,2026-06-05T16:03:07+03:00,pr_created,konard,3160,,yes,fix(atex): втулкорез делает «Задание на втулки» по alias (#3159)
2026-06-05T13:10:36+00:00,2026-06-05T16:10:36+03:00,pr_merged,konard,3156,,yes,fix(atex): резки считаются не по 0 минут + уборка после смены (#3155)
2026-06-05T13:10:36+00:00,2026-06-05T16:10:36+03:00,commit,konard,,164db224,,fix(atex): резки считаются не по 0 минут + уборка после смены (#3155) (#3156)
2026-06-05T13:10:52+00:00,2026-06-05T16:10:52+03:00,pr_merged,konard,3158,,,fix(integram-table): корректное разделение имён таблицы и первой колонки (#3157)
2026-06-05T13:14:33+00:00,2026-06-05T16:14:33+03:00,issue,ideav,3161,,,docs/integram-app-workflow.md Убрать про JSON_KV - это атавизм
2026-06-05T13:15:39+00:00,2026-06-05T16:15:39+03:00,pr_created,konard,3162,,,"docs(integram-app-workflow): убрать атавизм JSON_KV, перейти на JSON_OBJ + metadata (#3161)"
2026-06-05T13:21:58+00:00,2026-06-05T16:21:58+03:00,pr_merged,konard,3162,,,"docs(integram-app-workflow): убрать атавизм JSON_KV, перейти на JSON_OBJ + metadata (#3161)"
2026-06-05T13:22:25+00:00,2026-06-05T16:22:25+03:00,pr_merged,konard,3160,,yes,fix(atex): втулкорез делает «Задание на втулки» по alias (#3159)
2026-06-05T13:22:25+00:00,2026-06-05T16:22:25+03:00,commit,konard,,a902f7d3,,fix(atex): втулкорез делает «Задание на втулки» по alias (#3159) (#3160)
2026-06-05T14:15:57+00:00,2026-06-05T17:15:57+03:00,issue,ideav,3163,,,templates/atex Описать схему работы и взаимосвязи сущностей по новой схеме данных
2026-06-05T14:23:53+00:00,2026-06-05T17:23:53+03:00,pr_created,konard,3164,,yes,docs(atex): схема данных и взаимосвязи сущностей по новой схеме (#3163)
2026-06-05T15:23:59+00:00,2026-06-05T18:23:59+03:00,pr_merged,konard,3164,,yes,docs(atex): схема данных и взаимосвязи сущностей по новой схеме (#3163)
2026-06-05T15:23:59+00:00,2026-06-05T18:23:59+03:00,commit,konard,,d843fb63,,docs(atex): схема данных и взаимосвязи сущностей по новой схеме (#3163) (#3164)
2026-06-05T15:24:31+00:00,2026-06-05T18:24:31+03:00,issue,ideav,3165,,,https://github.com/ideav/crm/pull/3164 Внеси изменения в код согласно новой схеме
2026-06-05T15:25:40+00:00,2026-06-05T18:25:40+03:00,pr_created,konard,3166,,yes,refactor(atex): убрать остатки «Тип резки» по новой схеме (#3165) (#3164)
2026-06-05T15:57:24+00:00,2026-06-05T18:57:24+03:00,pr_merged,konard,3166,,yes,refactor(atex): убрать остатки «Тип резки» по новой схеме (#3165) (#3164)
2026-06-05T15:57:24+00:00,2026-06-05T18:57:24+03:00,commit,konard,,8fda3206,,refactor(atex): убрать остатки «Тип резки» по новой схеме (#3165) (#3164) (#3166)
2026-06-06T11:19:11+00:00,2026-06-06T14:19:11+03:00,issue,ideav,3167,,,download/atex/js/orders.js Исправить работу с заказами - изменилась структура данных
2026-06-06T11:28:06+00:00,2026-06-06T14:28:06+03:00,issue,ideav,3168,,,download/atex/js/production-planning.js Изменения планирования резок
2026-06-06T11:37:50+00:00,2026-06-06T14:37:50+03:00,issue,ideav,3170,,,docs/WORKSPACE_DEVELOPMENT_GUIDE.md Исправления
2026-06-06T13:13:09+00:00,2026-06-06T16:13:09+03:00,pr_created,konard,3171,,,[WIP] download/atex/js/orders.js Исправить работу с заказами - изменилась структура данных
2026-06-06T13:29:05+00:00,2026-06-06T16:29:05+03:00,pr_created,unidel2035,3172,,yes,"fix(atex): resolve issues #3170, #3168, #3167, #3154"
2026-06-06T15:04:48+00:00,2026-06-06T18:04:48+03:00,commit,unidel2035,,223d407c,,"fix(atex): resolve issues #3170, #3168, #3167, #3154 (#3172)"
2026-06-06T15:04:49+00:00,2026-06-06T18:04:49+03:00,pr_merged,unidel2035,3172,,yes,"fix(atex): resolve issues #3170, #3168, #3167, #3154"
2026-06-06T15:22:34+00:00,2026-06-06T18:22:34+03:00,commit,ideav,,af183a8c,,Update production-planning.js
2026-06-06T15:29:14+00:00,2026-06-06T18:29:14+03:00,pr_created,ideav,3173,,yes,Update orders.js
2026-06-06T15:29:21+00:00,2026-06-06T18:29:21+03:00,commit,ideav,,aafeafd0,,Update orders.js (#3173)
2026-06-06T15:29:22+00:00,2026-06-06T18:29:22+03:00,pr_merged,ideav,3173,,yes,Update orders.js
2026-06-06T15:29:51+00:00,2026-06-06T18:29:51+03:00,commit,ideav,,2e28f82b,,Update production-planning.js
2026-06-06T15:30:57+00:00,2026-06-06T18:30:57+03:00,pr_created,ideav,3174,,yes,Update production-planning.js
2026-06-06T15:31:04+00:00,2026-06-06T18:31:04+03:00,commit,ideav,,ad6e15f8,,Update production-planning.js (#3174)
2026-06-06T15:31:05+00:00,2026-06-06T18:31:05+03:00,pr_merged,ideav,3174,,yes,Update production-planning.js
2026-06-06T15:37:23+00:00,2026-06-06T18:37:23+03:00,pr_created,ideav,3175,,yes,"Revert ""Update production-planning.js"""
2026-06-06T15:37:32+00:00,2026-06-06T18:37:32+03:00,pr_merged,ideav,3175,,yes,"Revert ""Update production-planning.js"""
2026-06-06T15:37:32+00:00,2026-06-06T18:37:32+03:00,commit,ideav,,0a7d3831,,"Revert ""Update production-planning.js (#3174)"" (#3175)"
2026-06-06T15:39:49+00:00,2026-06-06T18:39:49+03:00,pr_created,ideav,3176,,yes,Update production-planning.js
2026-06-06T15:39:57+00:00,2026-06-06T18:39:57+03:00,pr_merged,ideav,3176,,yes,Update production-planning.js
2026-06-06T15:39:57+00:00,2026-06-06T18:39:57+03:00,commit,ideav,,09bcb663,,Update production-planning.js (#3176)
2026-06-06T15:43:55+00:00,2026-06-06T18:43:55+03:00,issue,ideav,3177,,,download/atex/js/orders.js Доработки
2026-06-06T15:59:10+00:00,2026-06-06T18:59:10+03:00,pr_created,konard,3178,,yes,fix(atex): доработать рабочее место заказов
2026-06-06T16:02:13+00:00,2026-06-06T19:02:13+03:00,issue,ideav,3179,,,download/atex/js/orders.js Доработки
2026-06-06T16:16:08+00:00,2026-06-06T19:16:08+03:00,commit,konard,,9dbc3336,,fix(atex): доработать рабочее место заказов
2026-06-06T16:20:05+00:00,2026-06-06T19:20:05+03:00,issue,ideav,3180,,,download/atex/js/production-planning.js Исправления
2026-06-06T16:42:53+00:00,2026-06-06T19:42:53+03:00,pr_created,konard,3181,,yes,fix(atex): derive order approval from positions
2026-06-06T16:43:40+00:00,2026-06-06T19:43:40+03:00,pr_created,konard,3182,,yes,fix(atex): создавать резку под обеспечением (#3180)
2026-06-06T16:50:05+00:00,2026-06-06T19:50:05+03:00,pr_merged,konard,3178,,yes,fix(atex): доработать рабочее место заказов
2026-06-06T16:50:05+00:00,2026-06-06T19:50:05+03:00,commit,konard,,ed22c7ea,,fix(atex): доработать рабочее место заказов (#3178)
2026-06-06T16:53:35+00:00,2026-06-06T19:53:35+03:00,issue,ideav,3183,,,"download/atex/js/orders.js  Удалить можно только заказы, которые не согласованы ни на уровне заказа, ни на уровне каких-то позиций"
2026-06-06T16:54:29+00:00,2026-06-06T19:54:29+03:00,commit,konard,,3189f3ac,,fix(atex): derive order approval from positions
2026-06-06T16:55:58+00:00,2026-06-06T19:55:58+03:00,pr_created,konard,3184,,yes,fix(atex): ограничить удаление согласованных заказов
2026-06-06T16:57:12+00:00,2026-06-06T19:57:12+03:00,commit,konard,,228bad43,,Merge remote-tracking branch 'origin/main' into issue-3179-334d0baf5c07
2026-06-06T17:02:14+00:00,2026-06-06T20:02:14+03:00,pr_merged,konard,3182,,yes,fix(atex): создавать резку под обеспечением (#3180)
2026-06-06T17:02:14+00:00,2026-06-06T20:02:14+03:00,commit,konard,,6e4fee76,,fix(atex): создавать резку под обеспечением (#3180) (#3182)
2026-06-06T17:05:19+00:00,2026-06-06T20:05:19+03:00,commit,konard,,3043125a,,fix(atex): restrict deleting approved orders
2026-06-06T17:05:54+00:00,2026-06-06T20:05:54+03:00,commit,konard,,ef76b462,,Merge remote-tracking branch 'origin/main' into issue-3183-7b90f104b63e
2026-06-06T17:18:35+00:00,2026-06-06T20:18:35+03:00,pr_merged,konard,3184,,yes,fix(atex): ограничить удаление согласованных заказов
2026-06-06T17:18:35+00:00,2026-06-06T20:18:35+03:00,commit,konard,,b93ce342,,fix(atex): ограничить удаление согласованных заказов (#3184)
2026-06-06T17:19:17+00:00,2026-06-06T20:19:17+03:00,commit,ideav,,5b87ad46,,Merge branch 'main' into issue-3179-334d0baf5c07
2026-06-06T17:19:28+00:00,2026-06-06T20:19:28+03:00,pr_merged,konard,3181,,yes,fix(atex): derive order approval from positions
2026-06-06T17:19:28+00:00,2026-06-06T20:19:28+03:00,commit,konard,,fbb85305,,fix(atex): derive order approval from positions (#3181)
2026-06-06T18:25:28+00:00,2026-06-06T21:25:28+03:00,issue,ideav,3185,,,download/atex/js/production-planning.js Доработки и смена структуры
